FAENA,CONDUCTOR,VEHICULO,FECHA,HORA,TURNO,TIPO,Detected type,Duration (sec),VELOCIDAD,Distance covered (metres),SUB TIPO,LATITUD ,LONGITUD
VAR,,1368 - HWVV83,5/27/2020,14:36:08,Día,Distracción,Mirada ausente,"3,42",79.00,75.00,conducción distraída,-33.450278,-70.756389
VAR,,1670 - LRTK87,5/27/2020,14:25:12,Día,Distracción,Mirada ausente,"3,10",88.00,75.00,conducción distraída,-33.684722,-70.942778
VAR,,1555 - KVWX83(M DE F),5/28/2020,00:31:20,Noche,Distracción,Fatiga,"2,09",16.00,9.00,conducción distraída,-33.467778,-70.788333
VAR,,1649 - LLWZ28,5/28/2020,17:17:58,Día,Distracción,Distracción,"3,24",38.00,34.00,conducción distraída,-33.162196,-70.672416
VAR,,1555 - KVWX83(M DE F),5/28/2020,19:18:50,Día,Distracción,Fatiga,"1,55",79.00,34.00,conducción distraída,-33.393889,-70.768889
VAR,,1555 - KVWX83(M DE F),5/28/2020,17:24:16,Día,Distracción,Fatiga,"2,72",83.00,62.00,conducción distraída,-33.202500,-70.663333
VAR,,1671- LRTK88,5/28/2020,13:26:19,Día,Distracción,Distracción,"4,50",88.00,110.00,conducción distraída,-32.847842,-70.962725
VAR,,LGGJ24,5/29/2020,14:15:29,Día,Distracción,Fatiga,"2,94",29.00,24.00,conducción distraída,-32.752360,-70.720994
VAR,,1665-LRTK82,5/29/2020,23:40:15,Noche,Distracción,Mirada ausente,"4,87",30.00,41.00,conducción distraída,-33.168333,-70.325278
VAR,,1563 - KVWX92(MDEF),5/29/2020,21:16:39,Noche,Distracción,Fatiga,"2,00",32.00,18.00,conducción distraída,-33.460833,-70.783056
VAR,,LLVH43,5/29/2020,06:41:03,Noche,Distracción,Fatiga,"1,65",34.00,16.00,conducción distraída,-33.158500,-70.331336
VAR,,1650- LLWZ31,5/29/2020,12:31:08,Día,Distracción,Distracción,"3,26",35.00,32.00,conducción distraída,-33.315481,-70.705632
VAR,,1650- LLWZ31,5/29/2020,01:06:16,Noche,Distracción,Distracción,"3,39",37.00,35.00,conducción distraída,-33.364880,-70.470517
VAR,,1671- LRTK88,5/29/2020,09:01:18,Día,Distracción,Distracción,"5,20",39.00,57.00,conducción distraída,-33.154173,-70.669716
VAR,,1649 - LLWZ28,5/29/2020,09:10:47,Día,Distracción,Distracción,"3,44",70.00,67.00,conducción distraída,-33.108087,-70.764922
VAR,,1555 - KVWX83(M DE F),5/30/2020,11:19:43,Día,Distracción,Fatiga,"1,77",29.00,14.00,conducción distraída,-33.466111,-70.787778
VAR,,LLVH43,5/30/2020,06:50:22,Noche,Distracción,Fatiga,"2,09",46.00,27.00,conducción distraída,-33.167493,-70.335954
VAR,,1559 - KVWX88 (M DE F),5/30/2020,02:08:35,Noche,Distracción,Mirada ausente,"3,58",58.00,58.00,conducción distraída,-33.165000,-70.648056
VAR,,1555 - KVWX83(M DE F),6/1/2020,17:47:23,Día,Distracción,Mirada ausente,"3,09",33.00,28.00,conducción distraída,-33.166667,-70.641944
VAR,,1243 - GWKL19,6/1/2020,15:37:25,Día,Distracción,Mirada ausente,"3,33",46.00,43.00,conducción distraída,-33.316111,-70.706111
VAR,,1671- LRTK88,6/1/2020,10:42:12,Día,Distracción,Fatiga,"2,02",79.00,44.00,conducción distraída,-33.377998,-70.749903
VAR,,1555 - KVWX83(M DE F),6/1/2020,14:33:04,Día,Distracción,Fatiga,"2,95",79.00,64.00,conducción distraída,-33.251944,-70.697778
VAR,,1671- LRTK88,6/1/2020,11:00:27,Día,Distracción,Fatiga,"2,48",87.00,60.00,conducción distraída,-33.287955,-70.735259
VAR,,1671- LRTK88,6/1/2020,11:00:31,Día,Distracción,Fatiga,"2,30",87.00,56.00,conducción distraída,-33.286930,-70.735722
VAR,,1671- LRTK88,6/1/2020,11:00:36,Día,Distracción,Fatiga,"1,81",87.00,44.00,conducción distraída,-33.286108,-70.736089
VAR,,1649 - LLWZ28,6/2/2020,06:01:53,Noche,Distracción,Distracción,"3,41",88.00,83.00,conducción distraída,-33.669610,-71.126304
VAR,,1648 - LLWZ32,6/3/2020,04:09:40,Noche,Distracción,Mirada ausente,"3,57",38.00,38.00,conducción distraída,-33.367500,-70.500000
VAR,,1650- LLWZ31,6/3/2020,04:08:44,Noche,Distracción,Distracción,"3,04",39.00,33.00,conducción distraída,-33.366967,-70.497197
VAR,,1241- GWKL17,6/4/2020,00:50:09,Noche,Distracción,Fatiga,"1,72",26.00,12.00,conducción distraída,-33.160557,-70.324157
VAR,,1555 - KVWX83(M DE F),6/4/2020,10:26:31,Día,Distracción,Fatiga,"2,70",28.00,21.00,conducción distraída,-33.465556,-70.787500
VAR,,1673 - LRTK90,6/4/2020,00:47:39,Noche,Distracción,Mirada ausente,"3,72",36.00,37.00,conducción distraída,-33.319167,-70.361111
VAR,,1651 - LPBX91,6/4/2020,17:29:39,Día,Distracción,Fatiga,"1,63",39.00,18.00,conducción distraída,-33.154946,-70.682490
VAR,,1650- LLWZ31,6/4/2020,10:27:49,Día,Distracción,Distracción,"3,48",64.00,62.00,conducción distraída,-33.366351,-70.700388
VAR,,LLVH43,6/5/2020,16:06:10,Día,Distracción,Fatiga,"1,65",37.00,17.00,conducción distraída,-33.150320,-70.294055
VAR,,1650- LLWZ31,6/5/2020,01:24:00,Noche,Distracción,Distracción,"3,37",64.00,60.00,conducción distraída,-33.368988,-70.519038
VAR,,1668-LRTK85,6/5/2020,09:30:56,Día,Distracción,Fatiga,"1,88",65.00,34.00,conducción distraída,-33.427222,-70.783889
VAR,,1559 - KVWX88 (M DE F),6/5/2020,02:45:08,Noche,Distracción,Mirada ausente,"3,65",79.00,80.00,conducción distraída,-33.221944,-70.679444
VAR,,1649 - LLWZ28,6/5/2020,15:04:02,Día,Distracción,Distracción,"3,24",85.00,76.00,conducción distraída,-33.181285,-70.645923
VAR,,1650- LLWZ31,6/6/2020,02:07:25,Noche,Distracción,Distracción,"3,44",40.00,38.00,conducción distraída,-33.367834,-70.500860
VAR,Ricardo Aguilar,JYZD34,6/8/2020,23:14:42,Noche,Fatiga,Fatiga,"1,78",15.00,7.00,somnolencia,-33.194009,-70.339108
VAR,Ricardo Aguilar,JYZD34,6/8/2020,23:07:49,Noche,Fatiga,Fatiga,"1,50",28.00,12.00,somnolencia,-33.226809,-70.343659
VAR,,LLVH43,6/8/2020,15:10:38,Día,Fatiga,Fatiga,"1,81",34.00,17.00,somnolencia,-33.150538,-70.294133
VAR,,LLVH42,6/8/2020,16:46:05,Día,Distracción,Fatiga,"1,56",43.00,18.00,notificación de cierre los ojos,-33.172695,-70.338083
VAR,,LLVH43,6/8/2020,15:06:26,Día,Fatiga,Fatiga,"1,59",53.00,23.00,somnolencia,-33.144756,-70.307001
VAR,,1555 - KVWX83(M DE F),6/8/2020,12:44:30,Día,Distracción,Fatiga,"2,52",75.00,52.00,conducción distraída,-33.381389,-70.753889
VAR,,1559 - KVWX88 (M DE F),6/8/2020,01:43:47,Noche,Distracción,Mirada ausente,"3,53",82.00,80.00,conducción distraída,-33.221667,-70.679167
VAR,,1241- GWKL17,6/9/2020,01:45:49,Noche,Distracción,Fatiga,"1,50",40.00,17.00,conducción distraída,-33.367412,-70.512388
VAR,,1650- LLWZ31,6/9/2020,14:21:39,Día,Distracción,Distracción,"3,17",61.00,53.00,conducción distraída,-33.308115,-70.726505
VAR,,1650- LLWZ31,6/9/2020,14:00:11,Día,Distracción,Distracción,"3,44",70.00,67.00,conducción distraída,-33.115042,-70.769048
VAR,,1651 - LPBX91,6/10/2020,13:35:58,Día,Distracción,Fatiga,"1,76",29.00,14.00,conducción distraída,-34.174188,-70.746341
VAR,,1665-LRTK82,6/10/2020,05:46:48,Noche,Distracción,Mirada ausente,"3,85",32.00,34.00,conducción distraída,-33.160278,-70.332500
VAR,,1673 - LRTK90,6/10/2020,20:52:55,Noche,Distracción,Mirada ausente,"3,73",36.00,37.00,conducción distraída,-33.366944,-70.512778
VAR,,1673 - LRTK90,6/10/2020,20:44:40,Noche,Distracción,Mirada ausente,"3,12",68.00,59.00,conducción distraída,-33.385000,-70.592778
VAR,,1671- LRTK88,6/10/2020,16:25:15,Día,Distracción,Distracción,"5,05",88.00,124.00,conducción distraída,-33.170467,-70.651753
VAR,,1650- LLWZ31,6/10/2020,10:21:30,Día,Distracción,Fatiga,"2,09",89.00,51.00,conducción distraída,-33.649996,-71.272334
VAR,,1651 - LPBX91,6/11/2020,01:56:24,Noche,Distracción,Fatiga,"1,68",26.00,12.00,conducción distraída,-33.311313,-70.357540
VAR,,1650- LLWZ31,6/11/2020,01:14:06,Noche,Distracción,Distracción,"6,96",36.00,69.00,conducción distraída,-33.371503,-70.442318
VAR,,1648 - LLWZ32,6/11/2020,13:39:04,Día,Distracción,Fatiga,"2,52",38.00,27.00,conducción distraída,-33.271111,-70.737222
VAR,,1650- LLWZ31,6/11/2020,01:16:05,Noche,Distracción,Distracción,"4,35",40.00,49.00,conducción distraída,-33.371071,-70.454447
VAR,,1242 - GWKL18,6/11/2020,20:54:45,Noche,Distracción,Fatiga,"1,53",73.00,31.00,conducción distraída,-33.376944,-70.540000
VAR,,1668-LRTK85,6/12/2020,13:48:08,Día,Distracción,Mirada ausente,"3,37",30.00,28.00,conducción distraída,-33.935000,-70.713333
VAR,,1651 - LPBX91,6/12/2020,20:27:29,Noche,Distracción,Fatiga,"1,74",53.00,26.00,conducción distraída,-33.378045,-70.749829
VAR,,1650- LLWZ31,6/12/2020,14:53:56,Día,Distracción,Fatiga,"2,00",82.00,45.00,conducción distraída,-33.768263,-70.742685
VAR,,1650- LLWZ31,6/13/2020,00:33:18,Noche,Distracción,Fatiga,"2,85",18.00,14.00,conducción distraída,-33.184110,-70.337488
VAR,,1560-KVWX89(M DE F.),6/13/2020,04:02:07,Noche,Distracción,Mirada ausente,"5,44",33.00,49.00,conducción distraída,-33.199722,-70.338333
VAR,,LLVH42,6/14/2020,19:22:56,Día,Distracción,Fatiga,"1,67",31.00,14.00,conducción distraída,-33.147908,-70.291120
VAR,,1560-KVWX89(M DE F.),6/14/2020,21:05:06,Noche,Distracción,Mirada ausente,"3,17",35.00,31.00,conducción distraída,-33.228333,-70.341667
VAR,,1240 - GWKL16,6/15/2020,23:34:46,Noche,Distracción,Fatiga,"1,96",11.00,6.00,conducción distraída,-33.148384,-70.308429
VAR,,1670 - LRTK87,6/15/2020,21:39:05,Noche,Distracción,Mirada ausente,"3,22",33.00,30.00,conducción distraída,-33.306944,-70.358056
VAR,,1650- LLWZ31,6/15/2020,15:39:24,Día,Distracción,Distracción,"3,04",39.00,33.00,notificación de conducir distraído,-33.159163,-70.654404
VAR,,1242 - GWKL18,6/15/2020,16:30:33,Día,Distracción,Mirada ausente,"3,17",41.00,36.00,conducción distraída,-33.583611,-71.579167
VAR,,LLVH42,6/16/2020,19:38:48,Día,Distracción,Fatiga,"1,96",45.00,24.00,conducción distraída,-33.161539,-70.324992
VAR,,1670 - LRTK87,6/16/2020,13:25:32,Día,Distracción,Mirada ausente,"3,27",71.00,64.00,conducción distraída,-33.611389,-71.450833
VAR,,1240 - GWKL16,6/16/2020,14:05:55,Día,Distracción,Fatiga,"1,87",91.00,47.00,conducción distraída,-33.621404,-71.413943
VAR,Braulio Diaz,1240 - GWKL16,6/18/2020,04:21:18,Noche,Fatiga,Fatiga,"1,55",34.00,14.00,somnolencia,-33.369945,-70.460058
VAR,Braulio Diaz,1240 - GWKL16,6/18/2020,22:50:14,Noche,Fatiga,Fatiga,"1,76",86.00,42.00,somnolencia,-33.625142,-71.404848
VAR,,1669 - LRTK86,6/18/2020,04:55:15,Noche,Distracción,Distracción,"3,02",39.00,33.00,conducción distraída,-33.368333,-70.501930
VAR,,1650- LLWZ31,6/18/2020,03:15:10,Noche,Distracción,Distracción,"3,46",40.00,39.00,conducción distraída,-33.354121,-70.368799
VAR,,1671- LRTK88,6/19/2020,22:38:12,Noche,Distracción,Distracción,"5,61",41.00,65.00,conducción distraída,-33.272404,-70.351289
VAR,Eduardo Torres,JYZD34,6/20/2020,04:51:31,Noche,Fatiga,Fatiga,"1,56",20.00,9.00,somnolencia,-33.197473,-70.339383
VAR,,JYZD34,6/20/2020,04:44:55,Noche,Distracción,Fatiga,"1,98",28.00,15.00,conducción distraída,-33.176706,-70.337339
VAR,,LLVH43,6/21/2020,15:11:35,Día,Distracción,Distracción,"4,20",35.00,41.00,conducción distraída,-33.159442,-70.298126
VAR,,LGGJ24,6/22/2020,15:21:39,Día,Distracción,Fatiga,"1,70",24.00,11.00,conducción distraída,-33.143080,-70.701614
VAR,,1649 - LLWZ28,6/22/2020,12:43:59,Día,Distracción,Distracción,"3,33",83.00,77.00,conducción distraída,-33.283586,-70.736819
VAR,,1242 - GWKL18,6/23/2020,16:46:49,Día,Distracción,Fatiga,"1,60",35.00,16.00,conducción distraída,-33.600556,-71.598333
VAR,,JYZD34,6/23/2020,21:09:50,Noche,Distracción,Fatiga,"1,70",41.00,19.00,conducción distraída,-33.159864,-70.332548
VAR,,1651 - LPBX91,6/23/2020,01:38:35,Noche,Distracción,Fatiga,"2,00",58.00,32.00,conducción distraída,-33.396631,-70.618586
VAR,,1669 - LRTK86,6/23/2020,20:38:54,Noche,Distracción,Distracción,"3,22",89.00,79.00,conducción distraída,-33.369340,-70.675842
VAR,,JYZD34,6/24/2020,02:04:06,Noche,Distracción,Fatiga,"1,61",31.00,14.00,conducción distraída,-33.203675,-70.338610
VAR,,1563 - KVWX92(MDEF),6/24/2020,15:51:27,Día,Distracción,Mirada ausente,"3,05",89.00,76.00,conducción distraída,-33.002222,-70.881667
VAR,,1240 - GWKL16,6/24/2020,13:07:25,Día,Distracción,Fatiga,"1,85",93.00,48.00,conducción distraída,-33.684932,-70.944082
VAR,,1240 - GWKL16,6/24/2020,13:16:41,Día,Distracción,Fatiga,"2,15",94.00,56.00,conducción distraída,-33.680019,-71.083708
VAR,Wilson Sepulveda,1669 - LRTK86,6/25/2020,09:34:42,Día,Fatiga,Fatiga,"1,87",35.00,18.00,somnolencia,-33.150202,-70.685078
VAR,Claudio Ancamilla,JPST72,6/25/2020,06:40:30,Noche,Fatiga,Fatiga,"1,70",38.00,18.00,somnolencia,-33.168878,-70.337244
VAR,,1651 - LPBX91,6/25/2020,12:40:27,Día,Distracción,Fatiga,"2,76",18.00,13.00,conducción distraída,-33.135759,-70.813033
VAR,,1668-LRTK85,6/25/2020,11:31:12,Día,Distracción,Fatiga,"2,75",32.00,24.00,conducción distraída,-33.563611,-70.820278
VAR,,1241- GWKL17,6/25/2020,21:08:36,Noche,Distracción,Fatiga,"1,52",38.00,16.00,conducción distraída,-33.364194,-70.480405
VAR,,1649 - LLWZ28,6/25/2020,09:40:01,Día,Distracción,Distracción,"3,07",84.00,72.00,conducción distraída,-33.320144,-70.720766
VAR,,1563 - KVWX92(MDEF),6/25/2020,09:19:45,Día,Distracción,Fatiga,"1,97",88.00,48.00,conducción distraída,-32.811944,-71.146389
VAR,,1649 - LLWZ28,6/25/2020,12:33:03,Día,Distracción,Distracción,"3,05",88.00,75.00,conducción distraída,-33.818536,-70.751095
VAR,,1650- LLWZ31,6/25/2020,15:34:16,Día,Distracción,Distracción,"3,53",88.00,87.00,conducción distraída,-34.168890,-70.793229
VAR,,1649 - LLWZ28,6/26/2020,11:35:24,Día,Distracción,Fatiga,"1,52",18.00,8.00,conducción distraída,-33.143783,-70.701582
VAR,,1649 - LLWZ28,6/26/2020,11:07:24,Día,Distracción,Distracción,"3,07",65.00,55.00,conducción distraída,-33.232246,-70.691355
VAR,,1668-LRTK85,6/26/2020,00:53:25,Noche,Distracción,Mirada ausente,"3,82",88.00,94.00,conducción distraída,-33.690833,-70.954444
VAR,,1670 - LRTK87,6/27/2020,03:14:29,Noche,Distracción,Mirada ausente,"3,54",32.00,31.00,conducción distraída,-33.367778,-70.511944
VAR,,1650- LLWZ31,6/27/2020,21:24:36,Noche,Distracción,Fatiga,"1,98",41.00,22.00,conducción distraída,-33.389498,-70.601393
VAR,,1651 - LPBX91,6/27/2020,19:53:03,Día,Distracción,Distracción,"3,24",52.00,47.00,conducción distraída,-33.696970,-71.034938
VAR,Ismael Tapia,1648 - LLWZ32,6/28/2020,03:59:20,Noche,Fatiga,Fatiga,"1,53",89.00,38.00,somnolencia,-33.538889,-70.802778
VAR,,1670 - LRTK87,6/28/2020,05:04:41,Noche,Distracción,Fatiga,"1,80",34.00,17.00,conducción distraída,-33.364722,-70.389167
VAR,,1652-LLWZ24,6/30/2020,12:18:59,Día,Distracción,Fatiga,"2,22",14.00,9.00,conducción distraída,-33.146736,-70.698981
VAR,,1651 - LPBX91,6/30/2020,21:04:21,Noche,Distracción,Fatiga,"2,83",28.00,22.00,conducción distraída,-33.370258,-70.507560
VAR,,LLVH42,6/30/2020,12:59:56,Día,Distracción,Fatiga,"1,52",29.00,12.00,conducción distraída,-33.173534,-70.337433
VAR,,1651 - LPBX91,6/30/2020,21:04:38,Noche,Distracción,Fatiga,"2,26",31.00,19.00,conducción distraída,-33.370139,-70.506108
VAR,,1650- LLWZ31,6/30/2020,19:07:13,Día,Distracción,Fatiga,"2,07",69.00,40.00,conducción distraída,-33.516520,-70.799376
VAR,,1650- LLWZ31,6/30/2020,19:29:48,Día,Distracción,Fatiga,"1,61",78.00,35.00,conducción distraída,-33.705713,-71.001102
VAR,,1242 - GWKL18,6/30/2020,13:33:20,Día,Distracción,Fatiga,"1,95",83.00,45.00,conducción distraída,-33.561667,-71.558333
VAR,,1650- LLWZ31,6/30/2020,20:07:14,Noche,Distracción,Fatiga,"1,61",86.00,38.00,conducción distraída,-33.572251,-71.515569
VAR,,1651 - LPBX91,7/1/2020,13:42:45,Día,Distracción,Fatiga,"1,57",33.00,14.00,conducción distraída,-33.162891,-70.669235
VAR,,1651 - LPBX91,7/1/2020,13:42:50,Día,Distracción,Fatiga,"2,09",33.00,19.00,conducción distraída,-33.162871,-70.669729
VAR,,1651 - LPBX91,7/1/2020,13:43:16,Día,Distracción,Fatiga,"2,30",34.00,22.00,conducción distraída,-33.162236,-70.672199
VAR,Braulio Diaz,1240 - GWKL16,7/2/2020,03:43:55,Noche,Fatiga,Fatiga,"1,55",82.00,35.00,somnolencia,-33.386400,-70.636007
VAR,,1240 - GWKL16,7/2/2020,20:39:54,Noche,Distracción,Fatiga,"1,52",11.00,4.00,conducción distraída,-33.380364,-70.752637
VAR,,1671- LRTK88,7/2/2020,15:19:05,Día,Distracción,Distracción,"4,37",27.00,33.00,conducción distraída,-33.143785,-70.707180
VAR,,1648 - LLWZ32,7/2/2020,14:12:49,Día,Distracción,Mirada ausente,"3,58",47.00,46.00,conducción distraída,-33.611111,-71.453333
VAR,,1240 - GWKL16,7/3/2020,10:01:23,Día,Distracción,Fatiga,"2,20",12.00,7.00,conducción distraída,-33.384860,-70.750849
VAR,,1668-LRTK85,7/3/2020,10:35:05,Día,Distracción,Fatiga,"1,93",26.00,14.00,conducción distraída,-33.195278,-70.338889
VAR,,JPST72,7/4/2020,00:28:59,Noche,Distracción,Fatiga,"1,68",14.00,7.00,conducción distraída,-33.175909,-70.337134
VAR,,LGGJ24,7/4/2020,14:21:14,Día,Distracción,Fatiga,"1,89",25.00,13.00,conducción distraída,-32.759581,-70.710645
VAR,,1650- LLWZ31,7/6/2020,15:17:09,Día,Distracción,Distracción,"3,05",40.00,34.00,conducción distraída,-33.156004,-70.650777
VAR,,1650- LLWZ31,7/6/2020,16:34:53,Día,Distracción,Distracción,"3,17",40.00,35.00,conducción distraída,-33.161415,-70.673496
VAR,,1665-LRTK82,7/7/2020,12:21:19,Día,Distracción,Fatiga,"2,08",22.00,13.00,conducción distraída,-33.164444,-70.331667
VAR,,1242 - GWKL18,7/7/2020,15:21:26,Día,Distracción,Fatiga,"1,98",36.00,20.00,conducción distraída,-33.596944,-71.591667
VAR,,1242 - GWKL18,7/7/2020,12:03:03,Día,Distracción,Fatiga,"1,73",86.00,41.00,conducción distraída,-33.674722,-71.099722
VAR,,1242 - GWKL18,7/7/2020,12:25:50,Día,Distracción,Fatiga,"1,58",86.00,38.00,conducción distraída,-33.618056,-71.431667
VAR,,1242 - GWKL18,7/7/2020,12:01:54,Día,Distracción,Fatiga,"2,07",88.00,51.00,conducción distraída,-33.680556,-71.082500
VAR,,1242 - GWKL18,7/7/2020,12:02:13,Día,Distracción,Fatiga,"1,97",88.00,48.00,conducción distraída,-33.678889,-71.087222
VAR,,1242 - GWKL18,7/7/2020,11:34:50,Día,Distracción,Fatiga,"1,94",89.00,48.00,conducción distraída,-33.517222,-70.799444
VAR,,1242 - GWKL18,7/7/2020,12:01:48,Día,Distracción,Fatiga,"2,25",89.00,55.00,conducción distraída,-33.680833,-71.081111
VAR,,1242 - GWKL18,7/7/2020,12:01:51,Día,Distracción,Fatiga,"2,12",89.00,52.00,conducción distraída,-33.680556,-71.081944
VAR,,1242 - GWKL18,7/7/2020,12:02:20,Día,Distracción,Fatiga,"2,22",89.00,55.00,conducción distraída,-33.678056,-71.089167
VAR,,1242 - GWKL18,7/7/2020,12:02:23,Día,Distracción,Fatiga,"2,07",89.00,51.00,conducción distraída,-33.678056,-71.089722
VAR,,1242 - GWKL18,7/7/2020,12:02:39,Día,Distracción,Fatiga,"1,57",89.00,39.00,conducción distraída,-33.676667,-71.093889
VAR,,1242 - GWKL18,7/7/2020,12:03:29,Día,Distracción,Fatiga,"1,55",89.00,38.00,conducción distraída,-33.672778,-71.106111
VAR,,1242 - GWKL18,7/7/2020,12:03:44,Día,Distracción,Fatiga,"1,75",89.00,43.00,conducción distraída,-33.671944,-71.110000
VAR,,1242 - GWKL18,7/7/2020,12:03:55,Día,Distracción,Fatiga,"1,92",89.00,47.00,conducción distraída,-33.671389,-71.113056
VAR,,JPST72,7/8/2020,05:09:52,Noche,Distracción,Fatiga,"1,59",18.00,8.00,conducción distraída,-33.197310,-70.338946
VAR,,1665-LRTK82,7/8/2020,11:06:21,Día,Distracción,Fatiga,"1,87",20.00,10.00,conducción distraída,-33.163611,-70.331667
VAR,,1669 - LRTK86,7/8/2020,13:29:19,Día,Distracción,Fatiga,"1,56",25.00,11.00,conducción distraída,-33.149137,-70.693273
VAR,,1669 - LRTK86,7/8/2020,13:48:16,Día,Distracción,Distracción,"3,26",38.00,34.00,conducción distraída,-33.162937,-70.669629
VAR,,1671- LRTK88,7/8/2020,14:54:32,Día,Distracción,Distracción,"4,07",49.00,56.00,conducción distraída,-33.633443,-70.712925
VAR,,1649 - LLWZ28,7/8/2020,10:41:07,Día,Distracción,Distracción,"3,18",77.00,68.00,conducción distraída,-33.357692,-70.704169
VAR,,1651 - LPBX91,7/8/2020,12:15:16,Día,Distracción,Fatiga,"1,72",81.00,39.00,conducción distraída,-33.504957,-70.730818
VAR,,1650- LLWZ31,7/8/2020,14:58:54,Día,Distracción,Distracción,"3,04",83.00,70.00,conducción distraída,-33.596731,-70.715590
VAR,,1240 - GWKL16,7/9/2020,00:55:31,Noche,Distracción,Fatiga,"1,98",17.00,9.00,conducción distraída,-33.150061,-70.313866
VAR,,1651 - LPBX91,7/9/2020,04:03:49,Noche,Distracción,Fatiga,"1,85",89.00,46.00,conducción distraída,-33.390156,-70.630988
VAR,,1651 - LPBX91,7/10/2020,03:37:06,Noche,Distracción,Fatiga,"1,70",16.00,7.00,conducción distraída,-33.367782,-70.397834
VAR,,1240 - GWKL16,7/10/2020,22:44:11,Noche,Distracción,Distracción,"4,07",29.00,32.00,conducción distraída,-33.324093,-70.361310
VAR,,1649 - LLWZ28,7/10/2020,09:07:48,Día,Distracción,Distracción,"3,52",44.00,43.00,conducción distraída,-33.387905,-70.754615
VAR,,1650- LLWZ31,7/10/2020,11:21:55,Día,Distracción,Distracción,"3,28",81.00,74.00,conducción distraída,-33.110750,-70.687543
VAR,,1242 - GWKL18,7/10/2020,17:10:03,Día,Distracción,Fatiga,"1,93",81.00,43.00,conducción distraída,-33.282222,-70.738056
VAR,,1240 - GWKL16,7/11/2020,00:40:07,Noche,Distracción,Fatiga,"1,96",13.00,7.00,conducción distraída,-33.174659,-70.336822
VAR,,1240 - GWKL16,7/11/2020,03:42:58,Noche,Distracción,Fatiga,"1,74",16.00,8.00,conducción distraída,-33.326050,-70.361681
VAR,,1651 - LPBX91,7/11/2020,00:48:12,Noche,Distracción,Fatiga,"1,59",18.00,8.00,conducción distraída,-33.187672,-70.338290
VAR,,1240 - GWKL16,7/11/2020,01:07:59,Noche,Distracción,Fatiga,"1,67",20.00,9.00,conducción distraída,-33.149155,-70.293485
VAR,,1240 - GWKL16,7/11/2020,01:07:37,Noche,Distracción,Fatiga,"1,87",21.00,11.00,conducción distraída,-33.150246,-70.294059
VAR,,1240 - GWKL16,7/11/2020,01:10:08,Noche,Distracción,Distracción,"4,57",26.00,33.00,conducción distraída,-33.147599,-70.285644
VAR,,1668-LRTK85,7/11/2020,12:08:55,Día,Distracción,Fatiga,"1,93",29.00,16.00,conducción distraída,-33.200556,-70.338056
VAR,,1652-LLWZ24,7/11/2020,04:22:16,Noche,Distracción,Fatiga,"1,57",45.00,20.00,conducción distraída,-33.366962,-70.498221
VAR,,JYZD34,7/11/2020,16:21:33,Día,Distracción,Fatiga,"1,52",62.00,26.00,conducción distraída,-33.460493,-70.764094
VAR,,1651 - LPBX91,7/11/2020,04:16:54,Noche,Distracción,Fatiga,"1,69",87.00,41.00,conducción distraída,-33.373650,-70.719223
VAR,,JYZD34,7/11/2020,16:25:56,Día,Distracción,Fatiga,"2,17",88.00,53.00,conducción distraída,-33.413728,-70.782159
VAR,,1650- LLWZ31,7/12/2020,01:14:36,Noche,Distracción,Fatiga,"1,83",22.00,11.00,conducción distraída,-33.256542,-70.345821
VAR,,1650- LLWZ31,7/12/2020,01:13:46,Noche,Distracción,Fatiga,"3,52",28.00,28.00,conducción distraída,-33.259012,-70.347486
VAR,,1650- LLWZ31,7/12/2020,04:32:24,Noche,Distracción,Fatiga,"1,96",32.00,17.00,conducción distraída,-33.367310,-70.499696
VAR,,1649 - LLWZ28,7/12/2020,02:56:19,Noche,Distracción,Distracción,"6,55",47.00,86.00,conducción distraída,-33.195964,-70.340346
VAR,Christian Poblete,1240 - GWKL16,7/13/2020,12:02:58,Día,Fatiga,Fatiga,"1,80",78.00,39.00,somnolencia,-33.286147,-70.736004
VAR,,1650- LLWZ31,7/13/2020,05:26:46,Noche,Distracción,Fatiga,"2,96",24.00,20.00,conducción distraída,-33.367109,-70.498783
VAR,,1241- GWKL17,7/13/2020,23:38:41,Noche,Distracción,Distracción,"4,04",25.00,28.00,conducción distraída,-33.195386,-70.338965
VAR,,1650- LLWZ31,7/13/2020,05:26:53,Noche,Distracción,Fatiga,"3,68",26.00,26.00,conducción distraída,-33.367212,-70.499139
VAR,,1241- GWKL17,7/13/2020,21:32:12,Noche,Distracción,Distracción,"6,55",32.00,57.00,conducción distraída,-33.364280,-70.475194
VAR,,1241- GWKL17,7/13/2020,20:39:22,Noche,Distracción,Distracción,"6,94",36.00,70.00,conducción distraída,-33.394803,-70.609387
VAR,,1241- GWKL17,7/13/2020,22:50:35,Noche,Distracción,Distracción,"4,20",36.00,42.00,conducción distraída,-33.308020,-70.356886
VAR,,1241- GWKL17,7/13/2020,23:32:05,Noche,Distracción,Distracción,"4,57",38.00,48.00,conducción distraída,-33.217481,-70.340544
VAR,,1648 - LLWZ32,7/13/2020,15:32:35,Día,Distracción,Fatiga,"2,87",57.00,45.00,conducción distraída,-33.149167,-70.655556
VAR,,1650- LLWZ31,7/13/2020,20:39:05,Noche,Distracción,Distracción,"4,05",77.00,87.00,conducción distraída,-33.366178,-70.690995
