FAENA,CONDUCTOR,VEHICULO,FECHA,HORA,TURNO,TIPO,Detected type,Duration (sec),VELOCIDAD,Distance covered (metres),SUB TIPO,LATITUD ,LONGITUD
VAR,,1650- LLWZ31,3/6/2020,09:31:11,Día,Distracción,Distracción,"3,31",37.00,34.00,conducción distraída,-33.152754,-70.677850
VAR,,1673 - LRTK90,3/6/2020,19:59:05,Día,Distracción,Mirada ausente,"3,22",89.00,80.00,conducción distraída,-33.409722,-70.782222
VAR,Braulio Diaz,1671- LRTK88,3/7/2020,01:49:47,Noche,Fatiga,Distracción,"3,20",89.00,79.00,somnolencia,-33.703763,-70.991329
VAR,,1560 - KVWX89(M DE F),3/7/2020,17:26:13,Día,Distracción,Mirada ausente,"3,20",31.00,28.00,conducción distraída,-33.157778,-70.296111
VAR,,1673 - LRTK90,3/7/2020,02:49:31,Noche,Distracción,Mirada ausente,"3,47",37.00,36.00,conducción distraída,-33.248889,-70.345278
VAR,,1658 - LLWZ23,3/7/2020,16:24:27,Día,Distracción,Distracción,"3,91",51.00,55.00,conducción distraída,-33.165176,-70.324124
VAR,,1671- LRTK88,3/7/2020,01:48:37,Noche,Distracción,Fatiga,"1,50",90.00,37.00,conducción distraída,-33.699978,-70.972957
VAR,,1671- LRTK88,3/9/2020,21:57:26,Noche,Distracción,Fatiga,"2,09",15.00,9.00,conducción distraída,-33.261717,-70.349566
VAR,,1651 - LPBX91,3/10/2020,23:53:03,Noche,Distracción,Fatiga,"2,78",29.00,22.00,conducción distraída,-33.264893,-70.350201
VAR,,1670 - LRTK87,3/10/2020,23:14:24,Noche,Distracción,Mirada ausente,"3,37",30.00,28.00,conducción distraída,-33.197500,-70.339167
VAR,,1670 - LRTK87,3/10/2020,02:01:25,Noche,Distracción,Mirada ausente,"3,28",88.00,80.00,conducción distraída,-33.668056,-71.239722
VAR,,1664 - LRTK81,3/11/2020,13:30:50,Día,Distracción,Ojos cerrados,"3,64",30.00,31.00,conducción distraída,-33.158056,-70.301111
VAR,,1240 - GWKL16,3/11/2020,02:46:43,Noche,Distracción,Fatiga,"1,80",36.00,18.00,notificación de conducir distraído,-33.216607,-70.341024
VAR,,1651 - LPBX91,3/11/2020,00:55:06,Noche,Distracción,Distracción,"3,15",37.00,33.00,conducción distraída,-33.367004,-70.497555
VAR,,1669 - LRTK86,3/11/2020,09:56:27,Día,Distracción,Distracción,"3,83",38.00,40.00,conducción distraída,-33.154141,-70.664017
VAR,,1673 - LRTK90,3/11/2020,01:08:27,Noche,Distracción,Mirada ausente,"3,77",39.00,41.00,conducción distraída,-33.276667,-70.350833
VAR,,1664 - LRTK81,3/11/2020,13:41:38,Día,Distracción,Mirada ausente,"3,25",41.00,37.00,conducción distraída,-33.159167,-70.330556
VAR,,1651 - LPBX91,3/11/2020,04:46:42,Noche,Distracción,Distracción,"3,41",56.00,53.00,conducción distraída,-33.705443,-70.998977
VAR,,1559 - KVWX88 (M DE F),3/11/2020,16:55:21,Día,Distracción,Fatiga,"1,55",61.00,26.00,conducción distraída,-33.318889,-70.721667
VAR,,1671- LRTK88,3/11/2020,08:12:44,Día,Distracción,Distracción,"3,04",81.00,68.00,conducción distraída,-33.222633,-70.679990
VAR,,1555 - KVWX83(M DE F),3/11/2020,10:18:31,Día,Distracción,Mirada ausente,"3,60",87.00,87.00,conducción distraída,-33.288889,-70.701667
VAR,,1669 - LRTK86,3/11/2020,15:32:48,Día,Distracción,Distracción,"3,78",89.00,94.00,conducción distraída,-33.509266,-70.723516
VAR,,1240 - GWKL16,3/12/2020,22:52:51,Noche,Distracción,Fatiga,"1,57",20.00,9.00,conducción distraída,-33.161001,-70.331958
VAR,,1650- LLWZ31,3/12/2020,11:30:32,Día,Distracción,Fatiga,"2,22",22.00,14.00,conducción distraída,-33.140877,-70.702434
VAR,,1368 - HWVV83,3/12/2020,17:56:15,Día,Distracción,Mirada ausente,"3,71",31.00,32.00,conducción distraída,-33.414167,-70.614167
VAR,,1650- LLWZ31,3/12/2020,00:15:08,Noche,Distracción,Distracción,"4,15",35.00,41.00,conducción distraída,-33.356520,-70.372820
VAR,,1650- LLWZ31,3/12/2020,01:16:46,Noche,Distracción,Distracción,"3,18",39.00,35.00,conducción distraída,-33.376270,-70.533904
VAR,,1671- LRTK88,3/12/2020,14:57:38,Día,Distracción,Distracción,"4,41",59.00,72.00,conducción distraída,-33.279830,-70.739153
VAR,,1671- LRTK88,3/12/2020,20:32:23,Noche,Distracción,Distracción,"3,20",81.00,72.00,conducción distraída,-33.378468,-70.651309
VAR,,1555 - KVWX83(M DE F),3/12/2020,17:41:22,Día,Distracción,Mirada ausente,"3,18",88.00,78.00,conducción distraída,-33.245556,-70.697778
VAR,,1650- LLWZ31,3/12/2020,09:02:42,Día,Distracción,Distracción,"3,15",89.00,78.00,conducción distraída,-33.263325,-70.699070
VAR,,1650- LLWZ31,3/12/2020,12:34:45,Día,Distracción,Distracción,"3,26",89.00,80.00,conducción distraída,-33.621817,-70.714962
VAR,,1243 - GWKL19,3/13/2020,22:45:18,Noche,Distracción,Fatiga,"1,59",30.00,13.00,conducción distraída,-33.158333,-70.322500
VAR,,1242 - GWKL18,3/13/2020,00:48:44,Noche,Distracción,Mirada ausente,"3,95",34.00,37.00,conducción distraída,-33.174722,-70.336944
VAR,,1669 - LRTK86,3/13/2020,00:37:11,Noche,Distracción,Fatiga,"1,63",35.00,16.00,conducción distraída,-33.370348,-70.509551
VAR,,1650- LLWZ31,3/13/2020,21:52:28,Noche,Distracción,Distracción,"3,29",38.00,34.00,conducción distraída,-33.301295,-70.358371
VAR,,1671- LRTK88,3/13/2020,16:59:47,Día,Distracción,Distracción,"3,22",68.00,61.00,conducción distraída,-33.365833,-70.693386
VAR,,1650- LLWZ31,3/13/2020,00:44:26,Noche,Distracción,Distracción,"3,55",90.00,89.00,conducción distraída,-33.376408,-70.561335
VAR,,1670 - LRTK87,3/14/2020,02:33:52,Noche,Distracción,Mirada ausente,"3,07",88.00,75.00,conducción distraída,-33.566944,-71.535556
VAR,,1563 - KVWX92(MDEF),3/15/2020,19:32:16,Día,Distracción,Mirada ausente,"3,20",33.00,30.00,conducción distraída,-33.146111,-70.697222
VAR,,1240 - GWKL16,3/16/2020,22:54:19,Noche,Distracción,Fatiga,"2,30",22.00,14.00,conducción distraída,-33.159156,-70.332590
VAR,,1240 - GWKL16,3/16/2020,22:54:33,Noche,Distracción,Fatiga,"1,63",22.00,10.00,conducción distraída,-33.158371,-70.332429
VAR,,1670 - LRTK87,3/16/2020,14:05:10,Día,Distracción,Ojos cerrados,"3,47",34.00,33.00,conducción distraída,-33.162778,-70.660278
VAR,,1651 - LPBX91,3/16/2020,11:59:01,Día,Distracción,Fatiga,"1,89",36.00,19.00,conducción distraída,-33.153816,-70.684022
VAR,,1650- LLWZ31,3/16/2020,11:51:50,Día,Distracción,Distracción,"4,13",38.00,44.00,conducción distraída,-33.148606,-70.689781
VAR,,1650- LLWZ31,3/16/2020,15:04:20,Día,Distracción,Distracción,"3,66",41.00,42.00,conducción distraída,-33.153453,-70.684516
VAR,,1670 - LRTK87,3/16/2020,14:05:40,Día,Distracción,Ojos cerrados,"3,48",43.00,41.00,conducción distraída,-33.160833,-70.657500
VAR,,1651 - LPBX91,3/17/2020,09:00:14,Día,Distracción,Fatiga,"1,76",21.00,10.00,conducción distraída,-33.156558,-70.652697
VAR,,1670 - LRTK87,3/17/2020,13:21:55,Día,Distracción,Ojos cerrados,"3,15",31.00,27.00,conducción distraída,-33.149722,-70.691667
VAR,,1671- LRTK88,3/17/2020,17:44:33,Día,Distracción,Fatiga,"1,55",89.00,38.00,conducción distraída,-33.353391,-70.706190
VAR,,1555 - KVWX83(M DE F),3/18/2020,11:13:14,Día,Distracción,Fatiga,"2,99",25.00,21.00,conducción distraída,-33.148056,-70.695833
VAR,,1669 - LRTK86,3/18/2020,12:34:23,Día,Distracción,Fatiga,"1,93",35.00,19.00,conducción distraída,-33.162968,-70.667922
VAR,,1240 - GWKL16,3/18/2020,23:24:36,Noche,Distracción,Fatiga,"1,56",38.00,16.00,conducción distraída,-33.209360,-70.339852
VAR,,1555 - KVWX83(M DE F),3/18/2020,15:14:22,Día,Distracción,Fatiga,"2,30",45.00,29.00,conducción distraída,-33.155000,-70.655556
VAR,,1240 - GWKL16,3/19/2020,22:27:58,Noche,Distracción,Fatiga,"2,02",16.00,9.00,conducción distraída,-33.280052,-70.351389
VAR,,1664 - LRTK81,3/19/2020,02:12:04,Noche,Distracción,Mirada ausente,"3,62",31.00,31.00,conducción distraída,-33.148611,-70.286944
VAR,,1651 - LPBX91,3/19/2020,09:37:10,Día,Distracción,Fatiga,"2,42",35.00,24.00,conducción distraída,-33.154134,-70.664595
VAR,,1559 - KVWX88 (M DE F),3/19/2020,12:48:52,Día,Distracción,Fatiga,"1,83",86.00,44.00,conducción distraída,-33.658056,-70.895278
VAR,,1368 - HWVV83,3/20/2020,16:16:20,Día,Distracción,Mirada ausente,"4,37",32.00,38.00,conducción distraída,-33.227500,-70.343611
VAR,,1669 - LRTK86,3/20/2020,21:48:08,Noche,Distracción,Distracción,"3,11",35.00,31.00,conducción distraída,-33.259829,-70.348439
VAR,,1670 - LRTK87,3/20/2020,16:15:17,Día,Distracción,Mirada ausente,"8,92",42.00,103.00,conducción distraída,-33.161667,-70.673333
VAR,,1555 - KVWX83(M DE F),3/20/2020,12:24:25,Día,Distracción,Mirada ausente,"3,30",88.00,81.00,conducción distraída,-33.456389,-70.690000
VAR,,1669 - LRTK86,3/21/2020,00:28:53,Noche,Distracción,Distracción,"3,06",36.00,31.00,conducción distraída,-33.367818,-70.500648
VAR,,1240 - GWKL16,3/24/2020,00:17:13,Noche,Distracción,Fatiga,"1,92",28.00,15.00,conducción distraída,-33.158001,-70.321945
VAR,,1563 - KVWX92(MDEF),3/24/2020,13:26:07,Día,Distracción,Mirada ausente,"3,12",30.00,26.00,conducción distraída,-33.146111,-70.697222
VAR,,1242 - GWKL18,3/24/2020,22:44:11,Noche,Distracción,Mirada ausente,"3,17",31.00,27.00,conducción distraída,-33.159722,-70.330000
VAR,,1673 - LRTK90,3/24/2020,03:17:42,Noche,Distracción,Mirada ausente,"4,17",38.00,43.00,conducción distraída,-33.365000,-70.467500
VAR,,1670 - LRTK87,3/24/2020,02:26:22,Noche,Distracción,Mirada ausente,"3,42",79.00,75.00,conducción distraída,-33.576111,-71.575278
VAR,,1559 - KVWX88 (M DE F),3/24/2020,09:24:29,Día,Distracción,Fatiga,"1,57",87.00,38.00,conducción distraída,-33.496111,-70.779444
VAR,,1563 - KVWX92(MDEF),3/24/2020,17:30:03,Día,Distracción,Mirada ausente,"3,15",89.00,78.00,conducción distraída,-33.103056,-70.690556
VAR,,1650- LLWZ31,3/25/2020,00:41:14,Noche,Distracción,Fatiga,"2,07",37.00,21.00,conducción distraída,-33.367318,-70.499771
VAR,,1670 - LRTK87,3/25/2020,19:37:59,Día,Distracción,Mirada ausente,"3,49",39.00,37.00,conducción distraída,-33.381389,-70.748611
VAR,,1673 - LRTK90,3/25/2020,08:51:32,Día,Distracción,Mirada ausente,"3,53",43.00,43.00,conducción distraída,-33.388333,-70.756667
VAR,,1650- LLWZ31,3/25/2020,01:17:33,Noche,Distracción,Distracción,"3,11",55.00,48.00,conducción distraída,-33.513531,-70.799324
VAR,,1563 - KVWX92(MDEF),3/25/2020,09:29:30,Día,Distracción,Mirada ausente,"3,35",66.00,61.00,conducción distraída,-32.928889,-70.811944
VAR,,1369 - HWVV84,3/25/2020,14:28:56,Día,Distracción,Mirada ausente,"3,05",87.00,73.00,conducción distraída,-33.309722,-70.725556
VAR,,1673 - LRTK90,3/25/2020,09:01:47,Día,Distracción,Mirada ausente,"3,77",89.00,93.00,conducción distraída,-33.333611,-70.714722
VAR,,1563 - KVWX92(MDEF),3/26/2020,12:36:35,Día,Distracción,Fatiga,"2,67",17.00,13.00,conducción distraída,-32.916667,-70.812500
VAR,,1671- LRTK88,3/26/2020,00:45:36,Noche,Distracción,Fatiga,"2,59",19.00,14.00,conducción distraída,-33.370563,-70.511146
VAR,,1559 - KVWX88 (M DE F),3/26/2020,11:23:33,Día,Distracción,Fatiga,"2,90",21.00,17.00,conducción distraída,-33.320833,-70.736111
VAR,,1560 - KVWX89(M DE F),3/26/2020,04:59:51,Noche,Distracción,Fatiga,"1,93",22.00,12.00,conducción distraída,-33.145000,-70.658611
VAR,,1559 - KVWX88 (M DE F),3/26/2020,11:23:38,Día,Distracción,Fatiga,"2,88",24.00,19.00,conducción distraída,-33.320556,-70.735833
VAR,,1563 - KVWX92(MDEF),3/26/2020,15:35:58,Día,Distracción,Mirada ausente,"3,22",31.00,28.00,conducción distraída,-33.095000,-70.694167
VAR,,1098-FRJF44(M DE F),3/26/2020,19:56:46,Día,Distracción,Mirada ausente,"3,35",37.00,34.00,conducción distraída,-33.153611,-70.675000
VAR,,1650- LLWZ31,3/26/2020,05:23:34,Noche,Distracción,Distracción,"3,26",90.00,81.00,conducción distraída,-33.441358,-70.781181
VAR,,1240 - GWKL16,3/27/2020,22:05:57,Noche,Distracción,Fatiga,"2,35",18.00,12.00,conducción distraída,-33.266271,-70.351110
VAR,,1651 - LPBX91,3/27/2020,23:59:03,Noche,Distracción,Fatiga,"1,67",30.00,14.00,conducción distraída,-33.293225,-70.354607
VAR,,LLVH43,3/27/2020,18:47:26,Día,Distracción,Fatiga,"1,61",52.00,23.00,notificación de cierre los ojos,-33.163043,-70.331585
VAR,,1555 - KVWX83(M DE F),3/27/2020,18:17:30,Día,Distracción,Mirada ausente,"3,74",60.00,63.00,conducción distraída,-32.911944,-70.811667
VAR,,1651 - LPBX91,3/27/2020,04:25:18,Noche,Distracción,Fatiga,"1,67",88.00,41.00,conducción distraída,-33.655520,-71.257685
VAR,,1555 - KVWX83(M DE F),3/28/2020,17:09:20,Día,Distracción,Fatiga,"3,07",16.00,14.00,conducción distraída,-32.911111,-70.811944
VAR,,1650- LLWZ31,3/28/2020,03:16:11,Noche,Distracción,Distracción,"3,66",38.00,39.00,conducción distraída,-33.365432,-70.391658
VAR,,1368 - HWVV83,3/29/2020,12:35:58,Día,Distracción,Mirada ausente,"3,32",49.00,45.00,conducción distraída,-33.121944,-70.773056
VAR,,1559 - KVWX88 (M DE F),3/30/2020,12:11:11,Día,Distracción,Fatiga,"3,30",16.00,14.00,conducción distraída,-33.315000,-70.722778
VAR,,1240 - GWKL16,3/30/2020,16:13:16,Día,Distracción,Fatiga,"1,54",28.00,12.00,conducción distraída,-33.371870,-70.737006
VAR,,1243 - GWKL19,3/30/2020,16:42:18,Día,Distracción,Mirada ausente,"3,06",36.00,31.00,conducción distraída,-33.388333,-70.754722
VAR,,1650- LLWZ31,3/30/2020,09:43:52,Día,Distracción,Distracción,"3,87",38.00,41.00,conducción distraída,-33.148387,-70.690459
VAR,,1555 - KVWX83(M DE F),3/30/2020,15:01:29,Día,Distracción,Fatiga,"3,54",38.00,37.00,conducción distraída,-33.154167,-70.672778
VAR,,1368 - HWVV83,3/30/2020,15:37:24,Día,Distracción,Mirada ausente,"3,19",38.00,33.00,conducción distraída,-33.371111,-70.452222
VAR,,1563 - KVWX92(MDEF),3/30/2020,16:33:34,Día,Distracción,Mirada ausente,"3,30",38.00,35.00,conducción distraída,-33.150556,-70.689722
VAR,,1559 - KVWX88 (M DE F),3/30/2020,14:43:21,Día,Distracción,Fatiga,"1,98",69.00,38.00,conducción distraída,-33.373056,-70.711111
VAR,,1559 - KVWX88 (M DE F),3/30/2020,14:45:04,Día,Distracción,Fatiga,"3,67",72.00,74.00,conducción distraída,-33.371944,-70.734444
VAR,,1240 - GWKL16,3/30/2020,16:07:59,Día,Distracción,Fatiga,"2,89",74.00,60.00,conducción distraída,-33.360807,-70.702858
VAR,,1555 - KVWX83(M DE F),3/30/2020,10:11:00,Día,Distracción,Mirada ausente,"3,32",88.00,81.00,conducción distraída,-33.156667,-70.649722
VAR,,1563 - KVWX92(MDEF),3/30/2020,13:40:05,Día,Distracción,Mirada ausente,"3,15",89.00,78.00,conducción distraída,-33.135556,-70.810833
VAR,,1242 - GWKL18,3/31/2020,21:46:09,Noche,Distracción,Fatiga,"2,67",32.00,24.00,conducción distraída,-33.301111,-70.358333
VAR,,1559 - KVWX88 (M DE F),3/31/2020,13:26:06,Día,Distracción,Mirada ausente,"3,08",35.00,30.00,conducción distraída,-33.387778,-70.757778
VAR,,1563 - KVWX92(MDEF),3/31/2020,16:19:11,Día,Distracción,Mirada ausente,"3,83",35.00,38.00,conducción distraída,-33.156944,-70.679444
VAR,,1650- LLWZ31,3/31/2020,15:39:11,Día,Distracción,Distracción,"3,59",37.00,37.00,conducción distraída,-33.217137,-70.675638
VAR,,1670 - LRTK87,3/31/2020,15:08:58,Día,Distracción,Mirada ausente,"3,90",49.00,53.00,conducción distraída,-33.383889,-70.756944
VAR,,1673 - LRTK90,4/1/2020,01:52:04,Noche,Distracción,Mirada ausente,"3,40",36.00,34.00,conducción distraída,-33.215556,-70.341389
VAR,,1650- LLWZ31,4/1/2020,00:30:45,Noche,Distracción,Fatiga,"1,74",38.00,18.00,conducción distraída,-33.364347,-70.478159
VAR,,1563 - KVWX92(MDEF),4/1/2020,15:02:07,Día,Distracción,Fatiga,"2,67",78.00,58.00,conducción distraída,-33.117500,-70.770556
VAR,,1241- GWKL17,4/2/2020,22:15:06,Noche,Distracción,Fatiga,"1,78",24.00,12.00,conducción distraída,-33.251697,-70.345059
VAR,,1651 - LPBX91,4/2/2020,15:20:56,Día,Distracción,Fatiga,"1,89",31.00,16.00,conducción distraída,-33.092159,-70.740025
VAR,,1650- LLWZ31,4/2/2020,09:42:59,Día,Distracción,Distracción,"3,29",47.00,43.00,conducción distraída,-33.309377,-70.701396
VAR,,1651 - LPBX91,4/2/2020,09:50:25,Día,Distracción,Fatiga,"1,70",48.00,23.00,conducción distraída,-33.104247,-70.773354
VAR,,1651 - LPBX91,4/2/2020,15:28:47,Día,Distracción,Fatiga,"2,11",66.00,39.00,conducción distraída,-33.108264,-70.689254
VAR,,1671- LRTK88,4/3/2020,14:18:44,Día,Distracción,Fatiga,"3,24",16.00,14.00,conducción distraída,-33.148870,-70.689724
VAR,,1563 - KVWX92(MDEF),4/3/2020,21:18:20,Noche,Distracción,Fatiga,"2,00",62.00,35.00,conducción distraída,-33.135000,-70.666667
VAR,,1563 - KVWX92(MDEF),4/3/2020,00:45:25,Noche,Distracción,Mirada ausente,"3,40",89.00,84.00,conducción distraída,-33.126944,-70.818333
VAR,,1673 - LRTK90,4/6/2020,18:51:07,Día,Distracción,Mirada ausente,"4,13",38.00,44.00,conducción distraída,-33.367222,-70.702222
VAR,,1240 - GWKL16,4/6/2020,13:45:06,Día,Distracción,Distracción,"4,70",78.00,102.00,conducción distraída,-33.342306,-70.710785
VAR,,1240 - GWKL16,4/7/2020,23:38:54,Noche,Distracción,Fatiga,"1,91",18.00,9.00,conducción distraída,-33.225583,-70.343016
VAR,,1240 - GWKL16,4/7/2020,23:30:32,Noche,Distracción,Fatiga,"2,00",25.00,14.00,conducción distraída,-33.244732,-70.346585
VAR,,1242 - GWKL18,4/7/2020,22:04:03,Noche,Distracción,Fatiga,"2,28",31.00,20.00,conducción distraída,-33.370556,-70.510278
VAR,,1650- LLWZ31,4/7/2020,00:53:39,Noche,Distracción,Distracción,"3,20",36.00,32.00,conducción distraída,-33.294502,-70.355266
VAR,,1669 - LRTK86,4/7/2020,13:56:01,Día,Distracción,Distracción,"3,55",36.00,36.00,conducción distraída,-33.149761,-70.691599
VAR,,1650- LLWZ31,4/7/2020,03:34:55,Noche,Distracción,Distracción,"3,28",45.00,41.00,conducción distraída,-33.559834,-71.568783
VAR,,1673 - LRTK90,4/7/2020,00:39:29,Noche,Distracción,Mirada ausente,"3,83",47.00,50.00,conducción distraída,-33.374167,-70.745278
VAR,,1242 - GWKL18,4/7/2020,11:53:35,Día,Distracción,Fatiga,"2,79",80.00,62.00,conducción distraída,-33.321111,-70.706389
VAR,,1650- LLWZ31,4/7/2020,02:45:37,Noche,Distracción,Fatiga,"1,94",88.00,47.00,conducción distraída,-33.654700,-70.889316
VAR,,1671- LRTK88,4/7/2020,10:36:12,Día,Distracción,Distracción,"3,07",89.00,76.00,conducción distraída,-32.845918,-70.974930
VAR,,1671- LRTK88,4/7/2020,14:19:30,Día,Distracción,Distracción,"3,02",89.00,74.00,conducción distraída,-33.135333,-70.811161
VAR,,1559 - KVWX88 (M DE F),4/8/2020,10:39:38,Día,Distracción,Mirada ausente,"3,47",31.00,30.00,conducción distraída,-33.156111,-70.650833
VAR,,LGGJ24,4/8/2020,09:57:01,Día,Distracción,Fatiga,"1,67",64.00,29.00,conducción distraída,-32.771204,-70.708035
VAR,Laura Meza,1671- LRTK88,4/9/2020,00:13:37,Noche,Fatiga,Fatiga,"1,98",22.00,12.00,somnolencia,-33.188277,-70.338362
VAR,,1241- GWKL17,4/9/2020,00:05:23,Noche,Distracción,Fatiga,"2,11",24.00,14.00,conducción distraída,-33.172949,-70.337843
VAR,,1651 - LPBX91,4/9/2020,14:38:51,Día,Distracción,Fatiga,"2,61",33.00,24.00,conducción distraída,-33.154074,-70.672928
VAR,,1240 - GWKL16,4/9/2020,02:30:01,Noche,Distracción,Fatiga,"1,72",38.00,18.00,conducción distraída,-33.370272,-70.508727
VAR,,1650- LLWZ31,4/9/2020,02:51:48,Noche,Distracción,Distracción,"4,09",43.00,49.00,conducción distraída,-33.705908,-71.001978
VAR,,1366-HWBD36,4/9/2020,11:03:22,Día,Distracción,Fatiga,"2,48",43.00,30.00,conducción distraída,-33.145765,-70.285828
VAR,,1671- LRTK88,4/9/2020,12:18:46,Día,Distracción,Distracción,"3,33",80.00,74.00,conducción distraída,-33.208476,-70.668323
VAR,,1555 - KVWX83(M DE F),4/9/2020,12:44:59,Día,Distracción,Mirada ausente,"3,20",85.00,75.00,conducción distraída,-33.155000,-70.794444
VAR,,1671- LRTK88,4/9/2020,12:07:51,Día,Distracción,Distracción,"3,09",88.00,75.00,conducción distraída,-33.321298,-70.706155
VAR,,1650- LLWZ31,4/9/2020,03:29:50,Noche,Distracción,Distracción,"3,37",89.00,83.00,conducción distraída,-33.565939,-71.539496
VAR,,1671- LRTK88,4/10/2020,01:46:26,Noche,Distracción,Fatiga,"2,22",39.00,24.00,conducción distraída,-33.368129,-70.501373
VAR,,1650- LLWZ31,4/10/2020,01:50:00,Noche,Distracción,Distracción,"3,13",66.00,58.00,conducción distraída,-33.367584,-70.516919
VAR,,1671- LRTK88,4/10/2020,04:32:58,Noche,Distracción,Distracción,"4,05",68.00,76.00,conducción distraída,-33.585904,-71.582230
VAR,,1650- LLWZ31,4/10/2020,02:56:58,Noche,Distracción,Distracción,"3,18",88.00,78.00,conducción distraída,-33.673461,-71.230272
VAR,,1242 - GWKL18,4/10/2020,02:49:15,Noche,Distracción,Mirada ausente,"3,22",89.00,80.00,conducción distraída,-33.621111,-70.715000
VAR,,1650- LLWZ31,4/10/2020,07:53:21,Día,Distracción,Distracción,"3,41",89.00,84.00,conducción distraída,-33.653298,-71.301807
VAR,,1650- LLWZ31,4/13/2020,13:51:55,Día,Distracción,Fatiga,"1,52",25.00,10.00,conducción distraída,-33.146017,-70.658571
VAR,,1240 - GWKL16,4/13/2020,16:57:35,Día,Distracción,Distracción,"5,22",34.00,49.00,conducción distraída,-33.343021,-70.694006
VAR,,LGGJ24,4/13/2020,17:57:29,Día,Distracción,Fatiga,"1,57",35.00,15.00,conducción distraída,-32.772434,-70.716880
VAR,,1651 - LPBX91,4/13/2020,17:50:53,Día,Distracción,Fatiga,"1,67",84.00,39.00,conducción distraída,-33.373128,-70.723460
VAR,,1673 - LRTK90,4/13/2020,21:53:08,Noche,Distracción,Mirada ausente,"3,48",88.00,85.00,conducción distraída,-33.376111,-70.556667
VAR,Claudio Ancamilla,1664 - LRTK81,4/14/2020,04:21:08,Noche,Fatiga,Fatiga,"1,99",19.00,10.00,somnolencia,-33.146667,-70.310278
VAR,Claudio Ancamilla,1664 - LRTK81,4/14/2020,06:02:03,Noche,Fatiga,Fatiga,"1,67",25.00,11.00,somnolencia,-33.152778,-70.317778
VAR,Claudio Ancamilla,1664 - LRTK81,4/14/2020,06:03:58,Noche,Fatiga,Fatiga,"2,05",25.00,14.00,somnolencia,-33.147500,-70.311389
VAR,,1673 - LRTK90,4/14/2020,16:28:12,Día,Distracción,Mirada ausente,"3,97",35.00,38.00,conducción distraída,-33.274722,-70.746389
VAR,,1670 - LRTK87,4/14/2020,23:25:24,Noche,Distracción,Mirada ausente,"3,40",39.00,37.00,conducción distraída,-33.196389,-70.338889
VAR,,1650- LLWZ31,4/14/2020,13:26:58,Día,Distracción,Distracción,"3,13",47.00,41.00,conducción distraída,-33.369838,-70.706410
VAR,,1673 - LRTK90,4/14/2020,16:19:28,Día,Distracción,Mirada ausente,"3,40",71.00,67.00,conducción distraída,-33.361389,-70.702222
VAR,,1651 - LPBX91,4/15/2020,17:04:08,Día,Distracción,Fatiga,"2,35",16.00,11.00,conducción distraída,-33.388738,-70.755192
VAR,,1242 - GWKL18,4/15/2020,12:34:53,Día,Distracción,Fatiga,"1,95",20.00,11.00,conducción distraída,-33.284722,-70.744722
VAR,,1668-LRTK85,4/15/2020,10:57:22,Día,Distracción,Fatiga,"2,65",50.00,36.00,conducción distraída,-33.289444,-70.735833
VAR,,1650- LLWZ31,4/15/2020,13:47:33,Día,Distracción,Distracción,"3,04",85.00,72.00,conducción distraída,-33.372917,-70.725484
VAR,,1651 - LPBX91,4/16/2020,14:39:42,Día,Distracción,Fatiga,"1,54",16.00,7.00,conducción distraída,-33.156930,-70.664365
VAR,,1669 - LRTK86,4/16/2020,01:21:25,Noche,Distracción,Distracción,"3,26",38.00,35.00,conducción distraída,-33.367609,-70.500223
VAR,,1650- LLWZ31,4/16/2020,16:39:32,Día,Distracción,Distracción,"3,35",45.00,41.00,conducción distraída,-32.844928,-70.982437
VAR,,1673 - LRTK90,4/16/2020,16:09:37,Día,Distracción,Mirada ausente,"3,08",61.00,52.00,conducción distraída,-33.383611,-70.756389
VAR,,1650- LLWZ31,4/16/2020,16:46:04,Día,Distracción,Distracción,"3,61",82.00,82.00,conducción distraída,-32.851326,-70.881188
VAR,,1650- LLWZ31,4/16/2020,14:14:53,Día,Distracción,Distracción,"3,22",88.00,78.00,conducción distraída,-33.134659,-70.811462
VAR,,1671- LRTK88,4/17/2020,11:11:08,Día,Distracción,Fatiga,"2,02",17.00,9.00,conducción distraída,-33.143262,-70.701679
VAR,,1669 - LRTK86,4/17/2020,15:33:38,Día,Distracción,Distracción,"3,13",38.00,33.00,conducción distraída,-33.153403,-70.681761
VAR,,1673 - LRTK90,4/17/2020,00:50:38,Noche,Distracción,Mirada ausente,"4,64",43.00,55.00,conducción distraída,-33.390833,-70.605556
VAR,,1559 - KVWX88 (M DE F),4/17/2020,21:23:42,Noche,Distracción,Mirada ausente,"3,28",47.00,43.00,conducción distraída,-34.345000,-70.834722
VAR,,1673 - LRTK90,4/17/2020,00:50:18,Noche,Distracción,Mirada ausente,"3,48",49.00,47.00,conducción distraída,-33.392500,-70.607222
VAR,,1673 - LRTK90,4/17/2020,00:57:50,Noche,Distracción,Mirada ausente,"3,05",62.00,52.00,conducción distraída,-33.375833,-70.531944
VAR,,1669 - LRTK86,4/17/2020,05:13:01,Noche,Distracción,Distracción,"3,54",89.00,88.00,conducción distraída,-33.621717,-71.413033
VAR,,1650- LLWZ31,4/17/2020,18:08:25,Día,Distracción,Distracción,"3,41",89.00,85.00,conducción distraída,-33.372612,-70.727921
